tag,del,scode,sampname,date,site_name,habitat,microhab,majorhab,management,plotnum,recnum,voucher,abunc,abun,common,xspecies,dups,oldspnumbe,spnumber,family,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,id,xspcode,xxtaxstat,sptempid,species,treetaxa,xxfamily,star,synstar,xstar,detstatus,synspnum
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2067,0,"",1,"????","Aralia elata (Miq.) Seemann","",5738,5738,"Araliaceae","Aralia","elata","(Miq.) Seemann","","","","","","",2067,25,"No st",5738,"Aralia elata (Miq.) Seem.","Aralia elata","ARALIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2068,0,"",1,"????","Eurya japonica Thunb.","",10738,10738,"Theaceae","Eurya","japonica","Thunb.","","","","","","",2068,323,"No st",10738,"Eurya japonica Thunb.","Eurya japonica","THEACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2069,0,"",1,"???","Hedera rhombea (Miq.) Bean","",5740,5740,"Araliaceae","Hedera","rhombea","(Miq.) Bean","","","","","","",2069,29,"No st",5740,"Hedera rhombea (Miq.) Bean","Hedera rhombea","ARALIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2070,0,"",1,"??????","Mallotus japonicus (Thunb. ex Murr.) Muell.-Arg.","",5295,5295,"Euphorbiaceae","Mallotus","japonicus","(Thunb. ex Murr.) Muell.-Arg.","","","","","","",2070,368,"No st",5295,"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.","Mallotus japonicus","EUPHORBIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2071,0,"",1,"?????","Dioscorea japonica Thunb.","",26463,26463,"Dioscoreaceae","Dioscorea","japonica","Thunb.","","","","","","",2071,77,"No st",26463,"Dioscorea japonica Thunb.","Dioscorea japonica","DIOSCOREACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2072,856,"",1,"????","Carpinus tschonoskii Maxim.","",9712,9712,"Betulaceae","Carpinus","tschonoskii","Maxim.","","","","","","",2072,64,"No st",9712,"Carpinus tschonoskii Maxim","Carpinus tschonoskii","CORYLACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2073,0,"",1,"?????","Trichosanthes cucumeroides (Ser.) Maxim.","",5630,5630,"Cucurbitaceae","Trichosanthes","cucumeroides","(Ser.) Maxim.","","","","","","",2073,70,"No st",5630,"Trichosanthes cucumeroides (Ser.) Franch. et Sav.","Trichosanthes cucumeroides","CUCURBITACEAE","GN","GN","GN","",0,
"S"," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2074,857,"",1,"????","Kalopanax pictus (Thunb.) Nakai","",9343,3230,"","","septemlobus","(Thunb.) Nakai","","","","","","",2074,31,"No st",9343,"Kalopanax septemlobus (Thunb.) Koidz.","Kalopanax pictus","ARALIACEAE","GN","syn","syn","",9343,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2075,0,"",1,"????","Commelina communis L.","",29796,24996,"Commelinaceae","Commelina","communis","L.","","","","","","",2075,68,"No st",24996,"Commelina communis L.","Commelina communis","COMMELINACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2076,0,"",1,"????","Ilex crenata Thunb.","",3184,3184,"Aquifoliaceae","Ilex","crenata","Thunb.","","","","","","",2076,14,"No st",3184,"Ilex crenata Thunb.","Ilex crenata","AQUIFOLIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2077,0,"",1,"??","Castanea crenata Sieb. & Zucc.","",9752,9752,"Fagaceae","Castanea","crenata","Sieb. & Zucc.","","","","","","",2077,105,"No st",9752,"Castanea crenata Siebold et Zucc","Castanea crenata","FAGACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2078,0,"",1,"???","Magnolia praecoccisima Koidz.","",29791,29791,"MAGNOLIACEAE","Magnolia","praecoccisima","Koidz.","","","","","","",2078,127,"No st",29791,"Magnolia praecoccisima Koidz.","Magnolia praecoccisima","MAGNOLIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2079,0,"",1,"?????","Boehmeria platanifolia Franch. & Savat.","",9868,9868,"Urticaceae","Boehmeria","platanifolia","Franch. & Savat.","","","","","","",2079,227,"No st",9868,"Boehmeria platanifolia Franch. et Sav. ex C.H.Wright","Boehmeria platanifolia","URTICACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2080,0,"",1,"????","Aphananthe aspera (Thunb.) Planch.","",9765,9765,"Ulmaceae","Aphananthe","aspera","(Thunb.) Planch.","","","","","","",2080,257,"No st",9765,"Aphananthe aspera (Thunb.) Planch.","Aphananthe aspera","ULMACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2081,0,"",1,"??????","Mallotus japonicus (Thunb. ex Murr.) Muell.-Arg.","",5295,5295,"Euphorbiaceae","Mallotus","japonicus","(Thunb. ex Murr.) Muell.-Arg.","","","","","","",2081,368,"No st",5295,"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.","Mallotus japonicus","EUPHORBIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","east","y",2,2082,858,"",1,"?????","Calamagrostis arundinacea (L.) Roth. var. brachytricha (Steud.) Hack.","",29828,29828,"Gramineae","Calamagrostis","arundinacea","(L.) Roth.","var.","brachytricha","(Steud.) Hack.","","","",2082,157,"No st",29828,"Calamagrostis arundinacea (L.) Roth. var. brachytricha (Steud.) Hack.","Calamagrostis arundinacea var. brachytricha","POACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2083,859,"",1,"?????","Ailanthus altissima Swingle","",5355,5355,"Simaroubaceae","Ailanthus","altissima","Swingle","","","","","","",2083,204,"No st",5355,"Ailanthus altissima (Mill.) Swingle","Ailanthus altissima","SIMAROUBACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2084,0,"",1,"???","Quercus serrata Thunb. ex. Muuray","",9727,9727,"Fagaceae","Quercus","serrata","Thunb. ex. Muuray","","","","","","",2084,110,"No st",9727,"Quercus serrata Murray","Quercus serrata","FAGACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2085,0,"",1,"??????","Mallotus japonicus (Thunb. ex Murr.) Muell.-Arg.","",5295,5295,"Euphorbiaceae","Mallotus","japonicus","(Thunb. ex Murr.) Muell.-Arg.","","","","","","",2085,368,"No st",5295,"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.","Mallotus japonicus","EUPHORBIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2086,0,"",1,"????","Commelina communis L.","",29796,24996,"Commelinaceae","Commelina","communis","L.","","","","","","",2086,68,"No st",24996,"Commelina communis L.","Commelina communis","COMMELINACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2087,0,"",1,"????","Ilex crenata Thunb.","",3184,3184,"Aquifoliaceae","Ilex","crenata","Thunb.","","","","","","",2087,14,"No st",3184,"Ilex crenata Thunb.","Ilex crenata","AQUIFOLIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2088,860,"",1,"????????","Crassocephalum crepidioides (Bentham) S. Moore","",4103,4103,"Asteraceae","Crassocephalum","crepidioides","(Bentham) S. Moore","","","","","","",2088,297,"No st",4103,"Crassocephalum crepidioides (Benth.) S. Moore","Crassocephalum crepidioides","Asteraceae","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2089,0,"",1,"?????????","Phytolacca americana L.","",10043,10043,"Phytolaccaceae","Phytolacca","americana","L.","","","","","","",2089,150,"No st",10043,"Phytolacca americana L.","Phytolacca americana","PHYTOLACCACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2090,861,"",1,"???????","Bidens pilosa L. var. pilosa","",29859,29859,"Asteraceae","Bidens","pilosa","L.","var.","pilosa","","","","",2090,39,"No st",29859,"Petasites pilosa L. var. pilosa","Bidens pilosa var. pilosa","Asteraceae","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2091,0,"",1,"??????","Galinsoga ciliata (Raf.) Blake","",29877,29877,"Asteraceae","Galinsoga","ciliata","(Raf.) Blake","","","","","","",2091,45,"No st",29877,"Galinsoga ciliata (Raf.) Blake","Galinsoga ciliata","Asteraceae","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2092,0,"",1,"?????","Macleaya cordata (Willd.) R. Br.","",10805,10805,"Papaveraceae","Macleaya","cordata","(Willd.) R. Br.","","","","","","",2092,367,"No st",10805,"Macleaya cordata (Willd.) R.Br.","Macleaya cordata","PAPAVERACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2093,0,"",1,"??","Aralia cordata Thunb.","",3227,3227,"Araliaceae","Aralia","cordata","Thunb.","","","","","","",2093,24,"No st",3227,"Aralia cordata Thunb.","Aralia cordata","ARALIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2094,0,"",1,"???????","Thelypteris japonica (Bak.) Ching","",3739,3739,"Thelypteridaceae","Thelypteris","japonica","(Bak.) Ching","","","","","","",2094,430,"No st",3739,"Thelypteris japonica (Baker) Ching","Thelypteris japonica","THELYPTERIDACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2095,0,"",1,"????","Aralia elata (Miq.) Seemann","",5738,5738,"Araliaceae","Aralia","elata","(Miq.) Seemann","","","","","","",2095,25,"No st",5738,"Aralia elata (Miq.) Seem.","Aralia elata","ARALIACEAE","GN","GN","GN","",0,
"S"," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2096,0,"",1,"????","Antenoron filiforme (Thunb.) Roberty & Vautier","",12989,9990,"","","filiformis","(Thunb.) Roberty & Vautier","","","","","","",2096,255,"No st",12989,"Persicaria filiformis (Thunb.) Nakai ex VV.T.Lee","Antenoron filiforme","POLYGONACEAE","GN","","GN","",12989,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2097,0,"",1,"?????","Oplismenus undulatifolius (Arduino) Roem. & Schult.","",29551,29551,"Gramineae","Oplismenus","undulatifolius","(Arduino) Roem. & Schult.","","","","","","",2097,382,"No st",29551,"Oplismenus undulatifolius (Ard.) Roemer & Schultes","Oplismenus undulatifolius","POACEAE","?","?","GN","",0,
"S"," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2098,0,"",1,"???","Celtis sinensis Persoon var. japonica (Planch.) Nakai","",12493,9767,"","","sinensis","Persoon","","","(Planch.) Nakai","","","",2098,287,"No st",12493,"Celtis sinensis Pers.","Celtis sinensis var. japonica","ULMACEAE","GN","","GN","",12493,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2099,0,"",1,"??????","Hosta albo-marginata (Hooker) Ohwi","",29798,29798,"Hostaceae","Hosta","albomarginata","(Hooker) Ohwi","","","","","","",2099,334,"No st",29798,"Hosta albomarginata (Hooker) Ohwi","Hosta albo-marginata","HOSTACEAE","","","bu","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2100,0,"",1,"?????","Lamiaceae sp.","",29878,29878,"","Lamiaceae","sp.","","","","","","","",2100,117,"No st",29878,"Lamiaceae sp.","Lamiaceae sp.","","-","-","-","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","regeneration  patch","","y",2,2101,0,"",1,"??????","Oenothera stricta Ledeb.","",3221,3221,"Onagraceae","Oenothera","stricta","Ledeb.","","","","","","",2101,139,"No st",3221,"Oenothera stricta Ledeb. ex Link","Oenothera stricta","ONAGRACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2102,0,"",1,"???","Clerodendrum trichotomum Thunb.","",4891,4891,"Verbenaceae","Clerodendrum","trichotomum","Thunb.","","","","","","",2102,291,"No st",4891,"Clerodendrum trichotomum Thunb.","Clerodendrum trichotomum","LABIATAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2103,0,"",1,"????","Dryopteris erythrosora (Eaton) O. Ktze.","",3684,3684,"Dryopteridaceae","Dryopteris","erythrosora","(Eaton) O. Ktze.","","","","","","",2103,308,"No st",3684,"Dryopteris erythrosora (D. C. Eaton) Kuntze","Dryopteris erythrosora","DRYOPTERIDACEAE","GN","GN","GN","",0,
"S"," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2104,0,"",1,"??????","Prunus verecunda (Koidz.) Koehne","",16773,11361,"","","leveilleana","(Koidz.) Koehne","","","","","","",2104,-999,"NEW!",16773,"Cerasus leveilleana (Koehne) H.Ohba","Prunus verecunda","ROSACEAE","GN","","GN","",16773,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2105,0,"",1,"???","Trachycarpus fortunei (Hook.) H. Wendl.","",29832,24207,"Palmae","Trachycarpus","fortunei","(Hook.) H. Wendl.","","","","","","",2105,436,"No st",24207,"Trachycarpus fortunei (Hook.) H.Wendl.","Trachycarpus fortunei","Arecaceae","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2106,0,"",1,"??????","Pleioblastus chino (Franch. & Savat.) Makino","",29795,29795,"Gramineae","Pleioblastus","chino","(Franch. & Savat.) Makino","","","","","","",2106,395,"No st",29795,"Pleioblastus chino (Franch. & Savat.) Makino","Pleioblastus chino","POACEAE","GN","GN","GN","",0,
"S"," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2107,0,"",1,"????","Aster ageratoides Turcz. subsp. leiophyllus (Franch. & Savat.) Kitam.","",1044,3150,"","","ageratoides","Turcz.","","","(Franch. & Savat.) Kitam.","","","",2107,34,"No st",1044,"Aster ageratoides Turcz.","Aster ageratoides ssp. leiophyllus","Asteraceae","GN","syn","syn","",1044,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2108,0,"",1,"??????","Hosta albo-marginata (Hooker) Ohwi","",29798,29798,"Hostaceae","Hosta","albomarginata","(Hooker) Ohwi","","","","","","",2108,334,"No st",29798,"Hosta albomarginata (Hooker) Ohwi","Hosta albo-marginata","HOSTACEAE","","","bu","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2109,862,"",1,"????","Ilex integra Thunb.","",5415,5415,"Aquifoliaceae","Ilex","integra","Thunb.","","","","","","",2109,15,"No st",5415,"Ilex integra Thunb.","Ilex integra","AQUIFOLIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2110,0,"",1,"????","Ilex macropoda Miq.","",5429,5429,"Aquifoliaceae","Ilex","macropoda","Miq.","","","","","","",2110,16,"No st",5429,"Ilex macropoda Miq.","Ilex macropoda","AQUIFOLIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2111,0,"",1,"???????","Smilax china L.","",29794,29794,"Smilacaceae","Smilax","china","L.","","","","","","",2111,207,"No st",29794,"Smilax china L.","Smilax china","SMILACACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2112,0,"",1,"??","Parthenocissus tricuspidata (Sieb. & Zucc.) Planch.","",5488,5488,"Vitaceae","Parthenocissus","tricuspidata","(Sieb. & Zucc.) Planch.","","","","","","",2112,387,"No st",5488,"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.","Parthenocissus tricuspidata","VITACEAE","GN","GN","GN","",0,
"S"," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2113,0,"",1,"???????","Prunus grayana Maxim.","",16635,11327,"","","grayana","Maxim.","","","","","","",2113,-999,"NEW!",16635,"Padus grayana (Maxim.) C.K.Schneid.","Prunus grayana","ROSACEAE","GN","","GN","",16635,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2114,0,"",1,"????","Quercus myrsinaefolia Blume","",30217,30217,"Fagaceae","Quercus","myrsinaefolia","Blume","","","","","","",2114,109,"No st",30217,"Quercus myrsinaefolia Blume","Quercus myrsinaefolia","FAGACEAE","BU?","BU?","BU?","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2115,863,"",1,"?????","Hydrangea paniculata Sieb. & Zucc.","",11209,-999,"Saxifragaceae","Hydrangea","paniculata","Sieb. & Zucc.","","","","","","",2115,339,"No st",-999,"Hydrangea paniculata Siebold","Hydrangea paniculata","HYDRANGEACEAE","","","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2116,0,"",1,"????","Euscaphis japonica (Thunb.) Kanitz","",5455,5455,"Staphyleaceae","Euscaphis","japonica","(Thunb.) Kanitz","","","","","","",2116,324,"No st",5455,"Euscaphis japonica (Thunb.) Kanitz","Euscaphis japonica","STAPHYLEACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2117,0,"",1,"????","Sambucus racemosa L. subsp. sieboldiana (Miq.) Hara","",585,585,"Caprifoliaceae","Sambucus","racemosa","L.","subsp.","sieboldiana","(Miq.) Hara","","","",2117,409,"No st",585,"Sambucus racemosa L. subsp. sieboldiana Miq.","Sambucus racemosa ssp. sieboldiana","CAPRIFOLIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2118,0,"",1,"????","Albizia julibrissin Durazz.","",11594,11594,"Leguminosae-m.","Albizia","julibrissin","Durazz.","","","","","","",2118,92,"No st",11594,"Albizia julibrissin Durazz.","Albizia julibrissin","LEGUMINOSAE-MIMOSOIDEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2119,0,"",1,"???????","Celastrus orbiculatus Thunb.","",3188,3188,"Celastraceae","Celastrus","orbiculatus","Thunb.","","","","","","",2119,286,"No st",3188,"Celastrus orbiculatus Thunb.","Celastrus orbiculatus","CELASTRACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2120,0,"",1,"?????","Achyranthes bidentata Blume var. japonica Miq.","",29819,29819,"Amaranthaceae","Achyranthes","bidentata","Blume","var.","japonica","Miq.","","","",2120,3,"No st",29819,"Achyranthes bidentata Blume var. japonica Miq.","Achyranthes bidentata var. japonica","AMARANTHACEAE","BU","BU","BU","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2121,0,"",1,"???","Akebia quinata (Thunb.) Decne.","",10579,10579,"Lardizabalaceae","Akebia","quinata","(Thunb.) Decne.","","","","","","",2121,249,"No st",10579,"Akebia quinata (Houtt.) Decne.","Akebia quinata","LARDIZABALACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2122,864,"",1,"???????","Zanthoxylum schinifolium Sieb. & Zucc.","",5343,5343,"Rutaceae","Zanthoxylum","schinifolium","Sieb. & Zucc.","","","","","","",2122,200,"No st",5343,"Zanthoxylum schinifolium Sieb. et Zucc.","Zanthoxylum schinifolium","RUTACEAE","GN","GN","GN","",0,
"S"," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2123,865,"",1,"?????","Acanthopanax spinosus (L.f.) Miq.","",9311,3229,"","","spinosus","(L.f.) Miq.","","","","","","",2123,23,"No st",9311,"Eleutherococcus spinosus (L. f.) S. Y. Hu","Acanthopanax spinosus","ARALIACEAE","BU","BU","BU","",9311,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2124,0,"",1,"?????","Cayratia japonica (Thunb.) Gagn.","",3193,3193,"Vitaceae","Cayratia","japonica","(Thunb.) Gagn.","","","","","","",2124,285,"No st",3193,"Cayratia japonica (Thunb.) Gagnep.","Cayratia japonica","VITACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2125,866,"",1,"??","Malus toringo (Sieb.) Sieb. ex Vriese","",11316,11316,"Rosaceae","Malus","toringo","(Sieb.) Sieb. ex Vriese","","","","","","",2125,180,"No st",11316,"Malus toringo (Siebold) Siebold ex de Vriese","Malus toringo","ROSACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2126,0,"",1,"???????","Disporum sessile Don","",29800,29800,"Convallariaceae","Disporum","sessile","Don","","","","","","",2126,305,"No st",29800,"Disporum sessile Don","Disporum sessile","CONVALLARIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2127,0,"",1,"?????","Polygonatum falcatum A. Gray","",29822,29822,"Convallariaceae","Polygonatum","falcatum","A. Gray","","","","","","",2127,397,"No st",29822,"Polygonatum falcatum A. GrayA. Gray","Polygonatum falcatum","CONVALLARIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2128,0,"",1,"?????","Rhus ambigua Lavall. ex Dippel","",5371,5371,"Anacardiaceae","Rhus","ambigua","Lavall. ex Dippel","","","","","","",2128,5,"No st",5371,"Rhus ambigua Lavall{e'}e ex Dippel","Rhus ambigua","ANACARDIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","edge","","y",2,2129,0,"",1,"????","Neolitsea sericea (Blume) Koidz.","",10305,10305,"Lauraceae","Neolitsea","sericea","(Blume) Koidz.","","","","","","",2129,124,"No st",10305,"Neolitsea sericea (Blume) Koidz.","Neolitsea sericea","LAURACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2130,0,"",1,"????","Pinus densiflora Sieb. & Zucc.","",3986,3986,"Pinaceae","Pinus","densiflora","Sieb. & Zucc.","","","","","","",2130,152,"No st",3986,"Pinus densiflora Sieb. et Zucc.","Pinus densiflora","PINACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2131,0,"",1,"?????","Kadsura japonica (Thunb.) Dunal","",10258,10258,"Schisandraceae","Kadsura","japonica","(Thunb.) Dunal","","","","","","",2131,344,"No st",10258,"Kadsura japonica (L.) Dunal","Kadsura japonica","SCHISANDRACEAE","BU","BU","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","","","y",2,2132,0,"",1,"?????","Rhus trichocarpa Miq.","",5373,5373,"Anacardiaceae","Rhus","trichocarpa","Miq.","","","","","","",2132,8,"No st",5373,"Rhus trichocarpa Miq.","Rhus trichocarpa","ANACARDIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","road","","y",2,2133,867,"",1,"???????","Reineckea carnea (Andr.) Kunth","",29879,29879,"Convallariaceae","Reineckea","carnea","(Andr.) Kunth","","","","","","",2133,406,"No st",29879,"Reineckea carnea (Andr.) Kunth","Reineckea carnea","CONVALLARIACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","road","","y",2,2134,0,"",1,"????","Eurya japonica Thunb.","",10738,10738,"Theaceae","Eurya","japonica","Thunb.","","","","","","",2134,323,"No st",10738,"Eurya japonica Thunb.","Eurya japonica","THEACEAE","GN","GN","GN","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","road","","y",2,2135,0,"",1,"???","Chamaecyparis pisifera (Sieb. & Zucc.) Endl.","",3993,3993,"Cupressaceae","Chamaecyparis","pisifera","(Sieb. & Zucc.) Endl.","","","","","","",2135,289,"No st",3993,"Chamaecyparis pisifera (Sieb. et Zucc.) Endl.","Chamaecyparis pisifera","CUPRESSACEAE","BU","BU","BU","",0,
" "," ",26,"YUKIKM2",05/08/2009,"yukikm","wd","road","","y",2,2136,0,"",1,"???????","Zanthoxylum schinifolium Sieb. & Zucc.","",5343,5343,"Rutaceae","Zanthoxylum","schinifolium","Sieb. & Zucc.","","","","","","",2136,200,"No st",5343,"Zanthoxylum schinifolium Sieb. et Zucc.","Zanthoxylum schinifolium","RUTACEAE","GN","GN","GN","",0,
" "," ",27,"YUKIKM3",05/08/2009,"yukikm","wd","","","n",3,2137,0,"",1,"???","Quercus serrata Thunb. ex. Muuray","",9727,9727,"Fagaceae","Quercus","serrata","Thunb. ex. Muuray","","","","","","",2137,110,"No st",9727,"Quercus serrata Murray","Quercus serrata","FAGACEAE","GN","GN","GN","",0,
" "," ",27,"YUKIKM3",05/08/2009,"yukikm","wd","","","n",3,2138,0,"",1,"??????","Pleioblastus chino (Franch. & Savat.) Makino","",29795,29795,"Gramineae","Pleioblastus","chino","(Franch. & Savat.) Makino","","","","","","",2138,395,"No st",29795,"Pleioblastus chino (Franch. & Savat.) Makino","Pleioblastus chino","POACEAE","GN","GN","GN","",0,
" "," ",27,"YUKIKM3",05/08/2009,"yukikm","wd","","","n",3,2139,0,"",1,"???","Clerodendrum trichotomum Thunb.","",4891,4891,"Verbenaceae","Clerodendrum","trichotomum","Thunb.","","","","","","",2139,291,"No st",4891,"Clerodendrum trichotomum Thunb.","Clerodendrum trichotomum","LABIATAE","GN","GN","GN","",0,
" "," ",27,"YUKIKM3",05/08/2009,"yukikm","wd","","","n",3,2140,0,"",1,"???????","Boehmeria sieboldiana Blume","",9856,9856,"Urticaceae","Boehmeria","sieboldiana","Blume","","","","","","",2140,228,"No st",9856,"Boehmeria sieboldiana Blume","Boehmeria sieboldiana","URTICACEAE","GN","GN","BU","",0,
"S"," ",27,"YUKIKM3",05/08/2009,"yukikm","wd","","","n",3,2141,0,"",1,"????????","Achyranthes longifolia (Makino) Makino","",13518,10240,"","","bidentata","(Makino) Makino","","","","","","",2141,4,"No st",13518,"Achyranthes bidentata Blume","Achyranthes longifolia","AMARANTHACEAE","GN","","GN","",13518,
"S"," ",27,"YUKIKM3",05/08/2009,"yukikm","wd","","","n",3,2142,0,"",1,"????","Boehmeria longispica Steud.","",12629,9867,"","","japonica","Steud.","var.","longispica","","","","",2142,225,"No st",12629,"Boehmeria japonica (L.f.) Miq. var. longispica (Steud.) Yahara","Boehmeria longispica","URTICACEAE","GN","","GN","",12629,
