tag,del,scode,sampname,date,voucher,localname,hatusimasp,abun,treecount,hatufam,id,oldspnumbe,spnumber,family,genus,sp1,author1,rank1,sp2,author2,detstatus,xxfamily,star,synstar,xstar,sptempid,species,common,treetaxa,oldspnov,synspnum
" "," ",4010,"ROkuni6",20/06/2010,"","ÉNÉXÉmÉL","Cinnamomum camphora (L.) Presl",1,0,"Lauraceae",807,10266,10266,"Lauraceae","Cinnamomum","camphora","(L.) Presl","","","","","LAURACEAE","GN","GN","GN",10266,"Cinnamomum camphora (L.) J.Presl","","Cinnamomum camphora","Cinnamomum camphora (L.) Presl",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉzÉ\ÉoÉÄÉNÉCÉkÉrÉè","Ficus ampelas Burm. f.",1,0,"Moraceae",808,9787,9787,"Moraceae","Ficus","ampelas","Burm. f.","","","","","MORACEAE","GN","GN","?",9787,"Ficus ampelas Burm.f.","","Ficus ampelas","Ficus ampelas Burm. f.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉÑÉ}ÉÇÉÇ","Myrica rubra S. & Z.",1,0,"Myricaceae",809,9574,9574,"MYRICACEAE","Myrica","rubra","S. & Z.","","","","","MYRICACEAE","GN","GN","GN",9574,"Myrica rubra Siebold et Zucc.","","Myrica rubra","Myrica rubra S. & Z.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉXÉXÉL","Miscanthus sinensis Anderss.",1,0,"Gramineae",810,29542,29542,"Gramineae","Miscanthus","sinensis","Anderss.","","","","","Gramineae","?","?","GN",29542,"Miscanthus sinensis Anderss.","","Miscanthus sinensis","Miscanthus sinensis Anderss.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉmÉ{É^Éì","Melastoma candidum D. Don",1,0,"Melastomataceae",811,3217,3217,"Melastomataceae","Melastoma","candidum","D. Don","","","","","MELASTOMATACEAE","GN","GN","GN",3217,"Melastoma candidum D. Don","","Melastoma candidum","Melastoma candidum D. Don",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉAÉJÉÅÉKÉVÉè","Mallotus japonicus (Thunb.) Muell.-Arg.",1,0,"Euphorbiaceae",812,5295,5295,"Euphorbiaceae","Mallotus","japonicus","(Thunb.) Muell.-Arg.","","","","","EUPHORBIACEAE","GN","GN","GN",5295,"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.","","Mallotus japonicus","Mallotus japonicus (Thunb.) Muell.-Arg.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","É^ÉCÉèÉìÉnÉìÉmÉL","Alnus japonica (Thunb.) Steud.",1,0,"Betulaceae",813,29835,9676,"Betulaceae","Alnus","japonica","(Thunb.) Steud.","","","","","BETULACEAE","GN","GN","GN",9676,"Alnus japonica (Thunb.) Steud. [1]","","Alnus japonica","Alnus japonica (Thunb.) Steud.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉäÉÖÉEÉLÉÖÉEÉ}Éc","Pinus luchuensis Mayr",1,0,"Pinaceae",814,29913,29913,"Pinaceae","Pinus","luchuensis","Mayr","","","","","PINACEAE","GD","GD","GD",29913,"Pinus luchuensis Mayr","","Pinus luchuensis","Pinus luchuensis Mayr",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉzÉVÉ_","Thelypteris acuminata (Houtt.) Morton",1,0,"Aspidiaceae",815,3748,3748,"Thelypteridaceae","Thelypteris","acuminata","(Houtt.) Morton","","","","","THELYPTERIDACEAE","GN","GN","GN",3748,"Thelypteris acuminata (Houtt.) C. V. Morton","","Thelypteris acuminata","Thelypteris acuminata (Houtt.) Morton",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉLÉìÉMÉìÉ\ÉE","Goodyera procera (Ker-Gawl.) Hook. f.",1,0,"Orchidaceae",816,27727,27727,"Orchidaceae","Goodyera","procera","(Ker-Gawl.) Hook. f.","","","","","ORCHIDACEAE","GN","GN","GN",27727,"Goodyera procera (Ker Gawl.) Hook.","","Goodyera procera","Goodyera procera (Ker-Gawl.) Hook. f.",0,
"S"," ",4010,"ROkuni6",20/06/2010,"","É^ÉuÉmÉL","Persea thunbergii (S. & Z.) Kosterm.",1,0,"Lauraceae",817,29935,10300,"Lauraceae","Machilus","thunbergii","(S. & Z.) Kosterm.","","","","","LAURACEAE","GN","","GN",13699,"Machilus thunbergii Siebold et Zucc. ex Meisn.","","Persea thunbergii","Persea thunbergii (S. & Z.) Kosterm.",13699,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉEÉâÉWÉçÉJÉìÉRÉmÉL","Glochidion acuminatum Muell.-Arg.",1,0,"Euphorbiaceae",818,5284,5284,"Euphorbiaceae","Glochidion","acuminatum","Muell.-Arg.","","","","","EUPHORBIACEAE","GN","GN","GN",5284,"Glochidion acuminatum M{uu}ll. Arg.","","Glochidion acuminatum","Glochidion acuminatum Muell.-Arg.",0,
" "," ",4010,"ROkuni6",20/06/2010,"H906","É~ÉYÉXÉM","Lycopodium cernuum L.",1,0,"Lycopodiaceae",819,3270,3270,"Lycopodiaceae","Lycopodium","cernuum","L.","","","","","LYCOPODIACEAE","GN","GN","GN",3270,"Lycopodium cernuum L.","","Lycopodium cernuum","Lycopodium cernuum L.",0,
" "," ",4010,"ROkuni6",20/06/2010,"H907","ÉIÉIÉAÉuÉâÉKÉÑ","Scirpus ternatanus Reinw. ex Miq.",1,0,"Cyperaceae",820,22972,22972,"Cyperaceae","Scirpus","ternatanus","Reinw. ex Miq.","","","","","CYPERACEAE","GN","GN","GN",22972,"Scirpus ternatanus Reinw. ex Miq.","","Scirpus ternatanus","Scirpus ternatanus Reinw. ex Miq.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉCÉ^É`ÉKÉÑ","Pogonantherum crinitum (Thunb.) Kunth",1,0,"Gramineae",821,29984,29984,"","Pogonantherum","crinitum","(Thunb.) Kunth","","","","","","GN","GN","GN",29984,"Pogonantherum crinitum (Thunb.) Kunth","","Pogonantherum crinitum","Pogonantherum crinitum (Thunb.) Kunth",0,
"S"," ",4010,"ROkuni6",20/06/2010,"","É^É}ÉVÉ_","Nephrolepis auriculata (L.) Trimen",1,0,"Davalliaceae",822,6023,3424,"Oleandraceae","Nephrolepis","cordifolia","(L.) Trimen","","","","","OLEANDRACEAE","GN","syn","syn",6023,"Nephrolepis cordifolia (L.) C. Presl","","Nephrolepis auriculata","Nephrolepis auriculata (L.) Trimen",6023,
"S"," ",4010,"ROkuni6",20/06/2010,"","ÉIÉjÉwÉS","Alsophila podophylla Hook.",1,0,"Cyatheaceae",823,5972,3382,"Cyatheaceae","Cyathea","podophylla","Hook.","","","","","CYATHEACEAE","GN","syn","syn",5972,"Cyathea podophylla (Hook.) Copel.","","Alsophila podophylla","Alsophila podophylla Hook.",5972,
" "," ",4010,"ROkuni6",20/06/2010,"H908","ÉSÉEÉVÉÖÉEÉ^ÉjÉèÉ^Éä","Asplenium australasicum (J. Sm.) Hook.",1,0,"Aspleniaceae",824,3489,3489,"Aspleniaceae","Asplenium","australasicum","(J. Sm.) Hook.","","","","","ASPLENIACEAE","GN","GN","GN",3489,"Asplenium australasicum (J. Sm.) Hook.","","Asplenium australasicum","Asplenium australasicum (J. Sm.) Hook.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉXÉ_ÉWÉC","Castanopsis sieboldii (Makino) Hatusima ex Yamazaki & Mashiba",1,25,"Fagaceae",825,18024,18024,"Fagaceae","Castanopsis","sieboldii","(Makino) Hatusima ex Yamazaki & Mashiba","","","","","FAGACEAE","BU/","BU/","GN",18024,"Castanopsis sieboldii (Makino) Hatus ex T.Yamaz. et Mashiba","","Castanopsis sieboldii","Castanopsis sieboldii (Makino) Hatusima ex Yamazaki & Mashiba",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉäÉÖÉEÉLÉÖÉEÉ}Éc","Pinus luchuensis Mayr",1,1,"Pinaceae",826,29913,29913,"Pinaceae","Pinus","luchuensis","Mayr","","","","","PINACEAE","GD","GD","GD",29913,"Pinus luchuensis Mayr","","Pinus luchuensis","Pinus luchuensis Mayr",0,
"S"," ",4010,"ROkuni6",20/06/2010,"","ÉCÉWÉÖ","Schima wallichii (DC.) Korthals ssp. liukiuensis (Nakai) Bloemb.",1,8,"Theaceae",827,14746,10726,"Theaceae","Schima","noronhae","(DC.) Korthals","","","(Nakai) Bloemb.","","THEACEAE","GN","","?",14746,"Schima noronhae Reinw, Blume","","Schima wallichii ssp. liukiuensis","Schima wallichii (DC.) Korthals ssp. liukiuensis (Nakai) Bloemb.",14746,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉÇÉbÉRÉN","Ternstroemia gymnanthera (Wight & Arn.) Beddome",1,1,"Theaceae",828,10727,10727,"Theaceae","Ternstroemia","gymnanthera","(Wight & Arn.) Beddome","","","","","THEACEAE","GN","GN","GN",10727,"Ternstroemia gymnanthera (Wight et Arn.) Bedd.","","Ternstroemia gymnanthera","Ternstroemia gymnanthera (Wight & Arn.) Beddome",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉÑÉuÉjÉbÉPÉC","Cinnamomum pseudo-pedunculatum Hayata",1,2,"Lauraceae",829,10271,10271,"Lauraceae","Cinnamomum","pseudo-pedunculatum","Hayata","","","","","LAURACEAE","BK","BK","GN",10271,"Cinnamomum pseudo-pedunculatum Hayata","","Cinnamomum pseudo-pedunculatum","Cinnamomum pseudo-pedunculatum Hayata",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉÑÉ}ÉÇÉÇ","Myrica rubra S. & Z.",1,2,"Myricaceae",830,9574,9574,"MYRICACEAE","Myrica","rubra","S. & Z.","","","","","MYRICACEAE","GN","GN","GN",9574,"Myrica rubra Siebold et Zucc.","","Myrica rubra","Myrica rubra S. & Z.",0,
" "," ",4010,"ROkuni6",20/06/2010,"","ÉqÉÅÉÜÉYÉäÉn","Daphniphyllum glaucescens Bl. ssp. teijsmannii (Zoll. ex Teijsm. & Binn.) Huang",1,1,"Daphniphyllaceae",831,29962,29962,"Daphniphyllaceae","Daphniphyllum","glaucescens","Bl.","subsp.","teijsmannii","(Zoll. ex Teijsm. & Bin","","DAPHNIPHYLLACEAE","GN","GN","GN",29962,"Daphniphyllum glaucescens Bl. ssp. teijsmannii (Zoll. ex Teijsm. & Bin)","","Daphniphyllum glaucescens ssp. teijsmannii","Daphniphyllum glaucescens Bl. ssp. teijsmannii (Zoll. ex Teijsm. & Bin",0,
" "," ",4011,"MtNago3",26/06/2010,"H910","ÉXÉ_ÉWÉC","Castanopsis sieboldii (Makino) Hatusima ex Yamazaki & Mashiba",1,0,"Fagaceae",832,18024,18024,"Fagaceae","Castanopsis","sieboldii","(Makino) Hatusima ex Yamazaki & Mashiba","","","","","FAGACEAE","BU/","BU/","GN",18024,"Castanopsis sieboldii (Makino) Hatus ex T.Yamaz. et Mashiba","","Castanopsis sieboldii","Castanopsis sieboldii (Makino) Hatusima ex Yamazaki & Mashiba",0,
" "," ",4011,"MtNago3",26/06/2010,"H911","ÉVÉVÉAÉNÉ`","Ardisia quinquegona Bl.",1,0,"Myrsinaceae",833,4532,4532,"Myrsinaceae","Ardisia","quinquegona","Bl.","","","","","MYRSINACEAE","GN","GN","GN",4532,"Ardisia quinquegona Bl.","","Ardisia quinquegona","Ardisia quinquegona Bl.",0,
" "," ",4011,"MtNago3",26/06/2010,"H912","ÉÑÉìÉoÉãÉ~É~ÉYÉoÉC","Symplocos stellaris Brand",1,0,"Symplocaceae",834,4610,4610,"Symplocaceae","Symplocos","stellaris","Brand","","","","","SYMPLOCACEAE","GN","GN","GN",4610,"Symplocos stellaris Brand","","Symplocos stellaris","Symplocos stellaris Brand",0,
" "," ",4011,"MtNago3",26/06/2010,"H913","ÉIÉIÉcÉãÉRÉEÉW","Ardisia montana (Miq.) Sieb. ex Fr. & Sav.",1,0,"Myrsinaceae",835,4538,4538,"Myrsinaceae","Ardisia","montana","(Miq.) Sieb. ex Fr. & Sav.","","","","","MYRSINACEAE","","","",4538,"Ardisia montana Sieb. ex Fr. & Sav.","","Ardisia montana","Ardisia montana (Miq.) Sieb. ex Fr. & Sav.",0,
"S"," ",4011,"MtNago3",26/06/2010,"H914","ÉtÉJÉmÉL","Schefflera octophylla (Lour.) Harms",1,0,"Araliaceae",836,9291,5741,"Araliaceae","Schefflera","heptaphylla","(Lour.) Harms","","","","","ARALIACEAE","GN","syn","syn",9291,"Schefflera heptaphylla (L.) Frodin","","Schefflera octophylla","Schefflera octophylla (Lour.) Harms",9291,
" "," ",4011,"MtNago3",26/06/2010,"H915","ÉTÉTÉNÉT","Lophatherum gracile Brongn.",1,0,"Gramineae",837,29531,29531,"Gramineae","Lophatherum","gracile","Brongn.","","","","","Gramineae","GN","GN","GN",29531,"Lophatherum gracile Brongn.","","Lophatherum gracile","Lophatherum gracile Brongn.",0,
" "," ",4011,"MtNago3",26/06/2010,"H916","ÉAÉIÉmÉNÉ}É^ÉPÉâÉì","Alpinia intermedia Gagnep.",2,0,"Zingiberaceae",838,26741,26741,"Zingiberaceae","Alpinia","intermedia","Gagnep.","","","","","ZINGIBERACEAE","GN","GN","GN",26741,"Alpinia intermedia Gagnep.","","Alpinia intermedia","Alpinia intermedia Gagnep.",0,
" "," ",4011,"MtNago3",26/06/2010,"H917","ÉnÉNÉTÉìÉ{ÉN","Viburnum japonicum (Thunb.) Spreng.",1,0,"Caprifoliaceae",839,5216,5216,"Caprifoliaceae","Viburnum","japonicum","(Thunb.) Spreng.","","","","","CAPRIFOLIACEAE","GD","GD","GD",5216,"Viburnum japonicum (Thunb. ex Murray) Spreng.","","Viburnum japonicum","Viburnum japonicum (Thunb.) Spreng.",0,
" "," ",4011,"MtNago3",26/06/2010,"H918","ÉcÉèÉuÉL","Farfugium japonicum (L. f.) Kitam.",1,0,"Compositae",840,4106,4106,"Asteraceae","Farfugium","japonicum","(L. f.) Kitam.","","","","","Asteraceae","GN","GN","GN",4106,"Farfugium japonicum (L.) Kitam.","","Farfugium japonicum","Farfugium japonicum (L. f.) Kitam.",0,
" "," ",4011,"MtNago3",26/06/2010,"H919","ÉVÉâÉ^É}ÉJÉYÉâ","Psychotria serpens L.",1,0,"Rubiaceae",841,4827,4827,"Rubiaceae","Psychotria","serpens","L.","","","","","RUBIACEAE","GN","GN","GN",4827,"Psychotria serpens L.","","Psychotria serpens","Psychotria serpens L.",0,
" "," ",4011,"MtNago3",26/06/2010,"H920","É^ÉVÉçÉãÉäÉ~ÉmÉL","Lasianthus fordii Hance",1,0,"Rubiaceae",842,4819,4819,"Rubiaceae","Lasianthus","fordii","Hance","","","","","RUBIACEAE","GN","GN","GN",4819,"Lasianthus fordii Hance","","Lasianthus fordii","Lasianthus fordii Hance",0,
" "," ",4011,"MtNago3",26/06/2010,"H921","ÉIÉIÉÄÉâÉTÉLÉVÉLÉu","Callicarpa japonica Thunb. var. luxurians Rehd.",1,0,"Verbenaceae",843,458,458,"Verbenaceae","Callicarpa","japonica","Thunb.","var.","luxurians","Rehd.","","LABIATAE","BU","BU","BU",458,"Callicarpa japonica Thunb. var. luxurians","","Callicarpa japonica var. luxurians","Callicarpa japonica Thunb. var. luxurians Rehd.",0,
" "," ",4011,"MtNago3",26/06/2010,"H922","ÉZÉìÉäÉáÉE","Sarcandra glabra (Thunb.) Nakai",1,0,"Chloranthaceae",844,10622,10622,"Chloranthaceae","Sarcandra","glabra","(Thunb.) Nakai","","","","","CHLORANTHACEAE","?","?","GN",10622,"Sarcandra glabra (Thunb.) Nakai","","Sarcandra glabra","Sarcandra glabra (Thunb.) Nakai",0,
" "," ",4011,"MtNago3",26/06/2010,"H923","ÉNÉ`ÉiÉV","Gardenia jasminoides Ellis f. grandiflora (Lour.) Makino",1,0,"Rubiaceae",845,4791,4791,"Rubiaceae","Gardenia","jasminoides","Ellis f. grandiflora (Lour.) Makino","","","","","RUBIACEAE","GN","GN","GN",4791,"Gardenia jasminoides Ellis","","Gardenia jasminoides","Gardenia jasminoides Ellis f. grandiflora (Lour.) Makino",0,
" "," ",4011,"MtNago3",26/06/2010,"H924","ÉAÉfÉN","Syzygium buxifolium Hook. & Arn.",1,0,"Myrtaceae",846,3216,3216,"Myrtaceae","Syzygium","buxifolium","Hook. & Arn.","","","","","MYRTACEAE","GN","GN","GN",3216,"Syzygium buxifolium Hook. et Arn.","","Syzygium buxifolium","Syzygium buxifolium Hook. & Arn.",0,
" "," ",4011,"MtNago3",26/06/2010,"","ÉqÉäÉÖÉEÉVÉ_","Blechnum orientale L.",1,0,"Blechnaceae",847,3530,3530,"Blechnaceae","Blechnum","orientale","L.","","","","","BLECHNACEAE","GN","GN","GN",3530,"Blechnum orientale L.","","Blechnum orientale","Blechnum orientale L.",0,
" "," ",4011,"MtNago3",26/06/2010,"H925","ÉÑÉuÉjÉbÉPÉC","Cinnamomum pseudo-pedunculatum Hayata",1,0,"Lauraceae",848,10271,10271,"Lauraceae","Cinnamomum","pseudo-pedunculatum","Hayata","","","","","LAURACEAE","BK","BK","GN",10271,"Cinnamomum pseudo-pedunculatum Hayata","","Cinnamomum pseudo-pedunculatum","Cinnamomum pseudo-pedunculatum Hayata",0,
" "," ",4011,"MtNago3",26/06/2010,"H926","ÉÑÉuÉâÉì","Liriope muscari (Decne.) L. H. Bailey",1,0,"Liliaceae",849,29985,29985,"Convallariaceae","Liriope","muscari","(Decne.) L. H. Bailey","","","","","CONVALLARIACEAE","GN","GN","GN",29985,"Liriope muscari (Decne.) L. H. Bailey","","Liriope muscari","Liriope muscari (Decne.) L. H. Bailey",0,
" "," ",4011,"MtNago3",26/06/2010,"H927","ÉÑÉuÉcÉoÉL","Camellia japonica L.",1,0,"Theaceae",850,10714,10714,"Theaceae","Camellia","japonica","L.","","","","","THEACEAE","GN","GN","GN",10714,"Camellia japonica L.","","Camellia japonica","Camellia japonica L.",0,
"S"," ",4011,"MtNago3",26/06/2010,"H928","ÉNÉçÉL","Symplocos lucida (Thunb.) S. & Z.",1,0,"Symplocaceae",851,7338,4615,"Symplocaceae","Symplocos","tanakae","(Thunb.) S. & Z.","","","","","SYMPLOCACEAE","BK","syn","syn",7338,"Symplocos tanakae Matsum.","","Symplocos lucida","Symplocos lucida (Thunb.) S. & Z.",7338,
" "," ",4011,"MtNago3",26/06/2010,"H929","ÉzÉãÉgÉmÉL","Elaeocarpus sylvestris (Lour.) Poir.",1,0,"Elaeocarpaceae",852,5493,5493,"Elaeocarpaceae","Elaeocarpus","sylvestris","(Lour.) Poir.","","","","","ELAEOCARPACEAE","GN","GN","GN",5493,"Elaeocarpus sylvestris (Lour.) Poir.","","Elaeocarpus sylvestris","Elaeocarpus sylvestris (Lour.) Poir.",0,
" "," ",4011,"MtNago3",26/06/2010,"H930","ÉVÉçÉ_ÉÇ","Neolitsea sericea (Bl.) Koidz.",1,0,"Lauraceae",853,10305,10305,"Lauraceae","Neolitsea","sericea","(Bl.) Koidz.","","","","","LAURACEAE","GN","GN","GN",10305,"Neolitsea sericea (Blume) Koidz.","","Neolitsea sericea","Neolitsea sericea (Bl.) Koidz.",0,
" "," ",4011,"MtNago3",26/06/2010,"H931","É{É`ÉáÉEÉW","Psychotria rubra (Lour.) Poir.",1,0,"Rubiaceae",854,4825,4825,"Rubiaceae","Psychotria","rubra","(Lour.) Poir.","","","","","RUBIACEAE","GN","GN","GN",4825,"Psychotria rubra (Lour.) Poir.","","Psychotria rubra","Psychotria rubra (Lour.) Poir.",0,
" "," ",4011,"MtNago3",26/06/2010,"H932","ÉÑÉìÉoÉãÉ}ÉÜÉ~","Euonymus tashiroi Maxim.",1,0,"Celastraceae",855,5434,5434,"Celastraceae","Euonymus","tashiroi","Maxim.","","","","","CELASTRACEAE","GD","GD","GD",5434,"Euonymus tashiroi Maxim.","","Euonymus tashiroi","Euonymus tashiroi Maxim.",0,
" "," ",4011,"MtNago3",26/06/2010,"H932","sp28","spp.28",1,0,"",856,30171,30171,"","","spp.28","","","","","","","-","-","-",30171,"spp.28","","spp.28","spp.28",0,
"S"," ",4011,"MtNago3",26/06/2010,"H933","ÉÄÉbÉ`ÉÉÉKÉâ","Ilex maximowicziana Loesen. var. mutchagara (Makino) Hatusima",1,0,"Aquifoliaceae",857,2207,5410,"Aquifoliaceae","Ilex","maximowicziana","Loesen.","","","(Makino) Hatusima","","AQUIFOLIACEAE","GD","syn","syn",2207,"Ilex maximowicziana Loes.","","Ilex maximowicziana var. mutchagara","Ilex maximowicziana Loesen. var. mutchagara (Makino) Hatusima",2207,
" "," ",4011,"MtNago3",26/06/2010,"H934","ÉJÉNÉåÉ~Ém","Dendropanax trifidus (Thunb.) Makino",1,0,"Araliaceae",858,5743,5743,"Araliaceae","Dendropanax","trifidus","(Thunb.) Makino","","","","","ARALIACEAE","GN","GN","GN",5743,"Dendropanax trifidus (Thunb.) Makino ex H. Hara","","Dendropanax trifidus","Dendropanax trifidus (Thunb.) Makino",0,
" "," ",4011,"MtNago3",26/06/2010,"H935","ÉVÉáÉEÉxÉìÉmÉL","Turpinia ternata Nakai",1,0,"Staphyleaceae",859,5457,5457,"Staphyleaceae","Turpinia","ternata","Nakai","","","","","STAPHYLEACEAE","GN","GN","GN",5457,"Turpinia ternata Nakai","","Turpinia ternata","Turpinia ternata Nakai",0,
" "," ",4011,"MtNago3",26/06/2010,"H936","ÉRÉoÉìÉÇÉ`","Elaeocarpus japonicus S. & Z.",1,0,"Elaeocarpaceae",860,5494,5494,"Elaeocarpaceae","Elaeocarpus","japonicus","S. & Z.","","","","","ELAEOCARPACEAE","GN","GN","GN",5494,"Elaeocarpus japonicus Sieb. et Zucc.","","Elaeocarpus japonicus","Elaeocarpus japonicus S. & Z.",0,
" "," ",4011,"MtNago3",26/06/2010,"H937","ÉRÉìÉçÉìÉJ","Mussaenda parviflora Miq.",1,0,"Rubiaceae",861,4788,4788,"Rubiaceae","Mussaenda","parviflora","Miq.","","","","","RUBIACEAE","GD","GD","GD",4788,"Mussaenda parviflora Miq.","","Mussaenda parviflora","Mussaenda parviflora Miq.",0,
" "," ",4011,"MtNago3",26/06/2010,"H938","sp29","spp.29",1,0,"-",862,30172,30172,"","","spp.29","","","","","","","-","-","-",30172,"spp.29","","spp.29","spp.29",0,
" "," ",4011,"MtNago3",26/06/2010,"H939","É}ÉãÉoÉãÉäÉ~ÉmÉL","Lasianthus wallichii (Wight & Arn.) Wight",1,0,"Rubiaceae",863,4816,4816,"Rubiaceae","Lasianthus","wallichii","(Wight & Arn.) Wight","","","","","RUBIACEAE","GN","GN","GN",4816,"Lasianthus wallichii Wight","","Lasianthus wallichii","Lasianthus wallichii (Wight & Arn.) Wight",0,
" "," ",4011,"MtNago3",26/06/2010,"H940","ÉPÉeÉCÉJÉJÉYÉâ","Trachelospermum jasminoides (Lindl.) Lemaire",1,0,"Apocynaceae",864,4696,4696,"Apocynaceae","Trachelospermum","jasminoides","(Lindl.) Lemaire","","","","","APOCYNACEAE","GN","GN","GN",4696,"Trachelospermum jasminoides (Lindl.) Lem.","","Trachelospermum jasminoides","Trachelospermum jasminoides (Lindl.) Lemaire",0,
" "," ",4011,"MtNago3",26/06/2010,"","ÉnÉ[ÉmÉL","Rhus succedanea L.",1,0,"Anacardiaceae",865,5374,5374,"Anacardiaceae","Rhus","succedanea","L.","","","","","ANACARDIACEAE","GN","GN","GN",5374,"Rhus succedanea L.","","Rhus succedanea","Rhus succedanea L.",0,
" "," ",4011,"MtNago3",26/06/2010,"H941","ÉMÉáÉNÉVÉìÉJ","Tarenna gracilipes (Hayata) Ohwi",1,0,"Rubiaceae",866,4789,4789,"Rubiaceae","Tarenna","gracilipes","(Hayata) Ohwi","","","","","RUBIACEAE","GD","GD","GD",4789,"Tarenna gracilipes (Hayata) Ohwi","","Tarenna gracilipes","Tarenna gracilipes (Hayata) Ohwi",0,
" "," ",4011,"MtNago3",26/06/2010,"H942","ÉJÉâÉXÉLÉoÉTÉìÉLÉâÉC","Heterosmilax japonica Kunth",1,0,"Liliaceae",867,29910,29910,"Smilacaceae","Heterosmilax","japonica","Kunth","","","","","SMILACACEAE","GN","GN","GN",29910,"Heterosmilax japonica Kunth","","Heterosmilax japonica","Heterosmilax japonica Kunth",0,
"S"," ",4011,"MtNago3",26/06/2010,"H943","É^ÉuÉmÉL","Persea thunbergii (S. & Z.) Kosterm.",1,0,"Lauraceae",868,29935,10300,"Lauraceae","Machilus","thunbergii","(S. & Z.) Kosterm.","","","","","LAURACEAE","GN","","GN",13699,"Machilus thunbergii Siebold et Zucc. ex Meisn.","","Persea thunbergii","Persea thunbergii (S. & Z.) Kosterm.",13699,
" "," ",4011,"MtNago3",26/06/2010,"H944","ÉnÉ}ÉCÉkÉrÉè","Ficus virgata Reinw. ex Bl.",1,0,"Moraceae",869,9786,9786,"Moraceae","Ficus","virgata","Reinw. ex Bl.","","","","","MORACEAE","GN","GN","BU",9786,"Ficus virgata Reinw. ex Blume","","Ficus virgata","Ficus virgata Reinw. ex Bl.",0,
" "," ",4011,"MtNago3",26/06/2010,"H945","ÉIÉLÉiÉèÉVÉÉÉäÉìÉoÉC","Rhaphiolepis indica (L.) Lindl. ex Ker",1,0,"Rosaceae",870,29938,29938,"Rosaceae","Rhaphiolepis","indica","(L.) Lindl. ex Ker","","","","","ROSACEAE","GN","GN","GN",29938,"Rhaphiolepis indica (L.) Lindl. ex Ker","","Rhaphiolepis indica","Rhaphiolepis indica (L.) Lindl. ex Ker",0,
" "," ",4011,"MtNago3",26/06/2010,"H946","ÉcÉãÉâÉì","Calanthe triplicata (Willem.) Ames",1,0,"Orchidaceae",871,27103,27103,"Orchidaceae","Calanthe","triplicata","(Willem.) Ames","","","","","ORCHIDACEAE","GN","GN","GN",27103,"Calanthe triplicata (Willemet) Ames","","Calanthe triplicata","Calanthe triplicata (Willem.) Ames",0,
"S"," ",4011,"MtNago3",26/06/2010,"H947","ÉgÉNÉTÉâÉì","Cephalantheropsis gracilis (Lindl.) S. Y. HU",1,0,"Orchidaceae",872,27274,27273,"Orchidaceae","Cephalantheropsis","obcordata","(Lindl.) S. Y. HU","","","","","ORCHIDACEAE","GN","","GN",27274,"Cephalantheropsis obcordata (Lindl.) Ormerod","","Cephalantheropsis gracilis","Cephalantheropsis gracilis (Lindl.) S. Y. HU",27274,
" "," ",4011,"MtNago3",26/06/2010,"H948","ÉMÅ[É}","Vaccinium wrightii A. Gray",1,0,"Ericaceae",873,4501,4501,"Ericaceae","Vaccinium","wrightii","A. Gray","","","","","ERICACEAE","BK","BK","BK",4501,"Vaccinium wrightii A. GrayA. Gray","","Vaccinium wrightii","Vaccinium wrightii A. Gray",0,
" "," ",4011,"MtNago3",26/06/2010,"H949","ÉVÉìÉGÉ_ÉEÉ`ÉzÉìÉOÉEÉVÉ_","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",1,0,"Pteridaceae",874,16,16,"Lindsaeaceae","Lindsaea","orbiculata","(Lam.) Mett. ex Kuhn","var.","commixta","(Tagawa) Kramer","","DENNSTAEDTIACEAE","GN","GN","GN",16,"Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta Tagawa","","Lindsaea orbiculata var. commixta","Lindsaea orbiculata (Lam.) Mett. ex Kuhn var. commixta (Tagawa) Kramer",0,
" "," ",4011,"MtNago3",26/06/2010,"H950","ÉÄÉx","Stauntonia hexaphylla (Thunb.) Decne.",1,0,"Lardizabalaceae",875,10578,10578,"Lardizabalaceae","Stauntonia","hexaphylla","(Thunb.) Decne.","","","","","LARDIZABALACEAE","GN","GN","GN",10578,"Stauntonia hexaphylla (Thunb.) Decne.","","Stauntonia hexaphylla","Stauntonia hexaphylla (Thunb.) Decne.",0,
